"""News"" if validated",Affected sq km,Affected,Annual DFO #,Began,Damage $ (USD),Main Flood Cause,Country,Damage (USD),Date Began,Dead,Detailed Locations,Displaced,Duration in Days,Ended,Glide #,Latitude of Centroid Y,Longitude of Centroid X,M>4,M>6,Magnitude (M)**,Main cause,Nations,Notes and Comments,Number of Records,Other,Register #,Severity *,Total annual floods M>4,Total annual floods M>6,Total floods M>4,Total floods M>6,Validation (post event #3503)
News,57442.62,,,14/11/2014,,Heavy Rain,Indonesia,,14/11/2014,0,West Sumatra Jumat,2400,3,16/11/2014,0,-1.02615,100.753,1,0,5.236355495,Heavy Rain,,"November 14, 2014:  Floods inundate almost a thousand houses in West Sumatra Jumat, (ANTARA News) - The floods have inundated 841 houses in Silaut Sub-District, South Pesisir District, West Sumatra Province, since Thursday night, following incessant rains that lashed the area, stated a Regional Disaster Management Board (BPBD) official.The flooding, which started at 10 p.m. local time, has risen to waist-high level, the BPBD Head of Emergency and Logistics Medi Yuherman revealed here on Friday.The inundated houses are located in the villages of Sungai Sirah, Sungai Serik, Sungai Pulai, Talang Binjai, Pasir Binjai, and Air Hitam. The flooding has severely affected the lives of 316 families in Air Hitam, 210 families in Sungai Serik, 200 families in Sungai Pulai, 50 families in Pasir Binjai, 43 families in Sungai Sirah, and 22 families in Talang Binjai, Yuherman remarked.",1,0,4204,1,189,93,3672,1105,News
News,36709.07,,,13/11/2014,,Heavy Rain,France,,13/11/2014,5,Southeastern France,0,4,16/11/2014,0,44.2452,5.09507,1,0,5.342924632,Heavy Rain,,"November 14, 2014: ""Five people have been killed and two are missing after torrential rains caused flooding in southern France.Four of the victims were camping when the campsite was washed away by flash floods in Lamalou-les-Bains.A fifth, a elderly woman, fell from a bridge into a raging river in Arnac.More than 400 firefighters, backed by police are at work helping the communities hit hardest by the flooding. Parts of southern France are experiencing intense storms and more rain is expected in the Languedoc-Roussillon, Herault and Gard regions.",1,0,4203,1.5,188,93,3671,1105,News
News,4855.4,,,25/10/2014,,Tropical Storm,Greece,,25/10/2014,0,Athens,0,3,27/10/2014,0,38.1738,23.4176,1,0,4.163346269,Torrential Rain; Tropical Storm Gon,,"October 27, 2014:http://floodlist.com/europe/athens-antalya-inundated-floods-strike-southern-europe",1,0,4202,1,187,93,3670,1105,News
News,42635.81,,,24/10/2014,,Heavy Rain,Somalia,,24/10/2014,0,"Shabelle River, Heran Province",21000,24,16/11/2014,0,4.13428,45.2538,1,1,6.186077019,Heavy Rain,,"November 14 2014: ""According to African Union Mission to Somalia (AMISOM), the total number of people displaced by the recent flooding in Somalia has now risen to 21,000.The flooding struck in Beletweyne, in the Hiiraan region, South-central of Somalia, after the River Shabelle burst its banks in late October 2014.beledweyne floods somaliaShabelle River floods in Beledweyne, Hiran, Somalia, October 2014.Further heavy rainfall over the last 2 weeks has forced thousands more to leave their homes for higher ground. The affected families have settled in temporary shelters at a camp close to the AMISOM base camp, North Eastern Beletweyne.“We are looking at how we can evacuate them or offer medication, but they need much more than that. On the side of the food and so on, they are being provided with clean water by the use of water tankers but they need food and medicines urgently. There is possibility of water borne diseases outbreak, and they don’t have sanitation facilities”Aid agencies have warned that the floods are likely to worsen the already fragile food security situation, with at least 1 million people in urgent need of humanitarian assistance across Somalia. A statement by the Food Agriculture Organization released last week indicates that the floods have left large areas with crops submerged, further exposing the population to food insecurityNovember 12, 2014: ""United Nations, Nov 12: The UN Office for the Coordination of Humanitarian Affairs (OCHA)  on Tuesday said that seasonal flooding in several regions of Somalia affected up to 50,000 people. ""Humanitarian partners had pre-positioned emergencies supplies ahead of the flooding, allowing for rapid response,"" Xinhua quoted Farhan Haq, deputy UN spokesman, as saying at a daily news briefing here. Starting in October, heavy rains were reported in south-central Somalia and in upper parts of the Shabelle basin in the Somali-Ethiopian border. The floods casued due to the overflow of waters in Shabelle and Juba Rivers. ""The regional climate outlook for the September-December rainfall season indicates an increased likelihood of above to normal rainfall over much of the Greater Horn of Africa,"" OCHA said.Read more at: http://www.oneindia.com/international/over-50000-affected-by-seasonal-floods-in-somalia-1559156.htmlOctober 27, 2014: http://floodlist.com/africa/2500-evacuated-shabelle-river-overflows-somalia...According to African Union Mission to Somalia (AMISOM), the total number of people displaced by the recent flooding in Somalia has now risen to 21,000. The flooding struck in Beletweyne, in the Hiiraan region, South-central of Somalia, after the River Shabelle burst its banks in late October 2014...Shabelle River floods in Beledweyne, Hiran, Somalia, October 2014. Further heavy rainfall over the last 2 weeks has forced thousands more to leave their homes for higher ground. The affected families have settled in temporary shelters at a camp close to the AMISOM base camp, North Eastern Beletweyne.Make shift houses in Internal Displaced Camp outside of Belet Weyne Capital of Hiran Region, Somalia on November 05, 2014 AU/UN IST / Photo Ahmed Qeys
Make shift houses in Internal Displaced Camp outside of Belet Weyne Capital of Hiran Region, Somalia on November 05, 2014 AU/UN IST / Photo Ahmed QeysMajor Ali Hussein, an AMISON spokesman said“We are looking at how we can evacuate them or offer medication, but they need much more than that. On the side of the food and so on, they are being provided with clean water by the use of water tankers but they need food and medicines urgently. There is possibility of water borne diseases outbreak, and they don’t have sanitation facilities”Aid agencies have warned that the floods are likely to worsen the already fragile food security situation, with at least 1 million people in urgent need of humanitarian assistance across Somalia. A statement by the Food Agriculture Organization released last week indicates that the floods have left large areas with crops submerged, further exposing the population to food insecurity.",1,Ethiopia,4201,1.5,186,93,3669,1105,News
News,115476.31,,,22/10/2014,,Monsoon Rain,India,,22/10/2014,5,Southern India,300,6,27/10/2014,0,10.2916,78.2616,1,0,5.840644148,Monsoonal Rain,,"October 27, 2014: http://floodlist.com/asia/northeast-monsoon-floods-claim-5-lives-southern-india",1,Sri Lanka,4200,1,185,92,3668,1104,News
News,7566.97,,,19/10/2014,,Torrential Rain,Spain,,19/10/2014,1,"Canary Islands, Tenerife",0,4,22/10/2014,0,28.2782,-16.5329,1,0,4.480982003,Torrential Rain,,"October 20, 2014: ""Deadly Flash Floods in Tenerife. BY RICHARD DAVIES IN EUROPE, NEWS. At least one person has died in flash flooding that struck on the tourist island of Tenerife. Some local media reports claim that at as many as 5 people have died in flooding in the Canary Islands between 19 and 20 October 2014.Streets were turned to rivers as the eye of a storm passed over Tenerife and La Gomera islands, dumping 140 mm of rain on the Santa Cruz area of Tenerife in just 24 hours. Cars were submerged and tarmac ripped up from roads as raging flood water swept through the streets. Over 4,000 homes were left without power during the peak of the storm.",1,0,4199,1,184,92,3667,1104,News
News,376261.49,,,12/10/2014,,Tropical Storm,India,,12/10/2014,42,"Uttar Pradesh, Andhra Pradesh, Odisha states",0,16,27/10/2014,0,18.4473,79.6967,1,1,6.955701013,Tropical Storm Hudhug,,"October 15, 2014: ""Aftermath of Cyclone Hudhud – 18 Killed in Uttar Pradesh Floods  BY RICHARD DAVIES IN ASIA, NEWS. Tropical Cyclone Hudhud reportedly killed 24 people in the states of Andhra Pradesh and Odisha, after the storm’s 195km per hour winds left a trail of destruction in its wake.The cyclone also left a trail of heavy rain which has resulted in flooding in many parts of Uttar Pradesh as the weather system moved northwards over the last 2 days.After making landfall on 12 October 2014, the severe weather system drifted northwards over land bringing an area of low pressure area over Uttar Pradesh by late 13 October 2014. The weather system is expected to bring further rainfall over the next 24 hours.The Uttar Pradesh government say the heavy rainfall and flooding has left as many as 18 dead. Many houses and wide areas of crops have also been damaged or destroyed. Parts of the state capital Lucknow have been left under water.Rainfall in 24 Hour Period 14 to 15 October (according to WMO)Lucknow – 61.1 mm (beating previous high of 46.1 mm)
Gorakhpur – 126mm. Heavy rain was also seen in Nepal and Madhya Pradesh, where 77.8 mm of rain fell in 24 hours between 13 and 14 October in Satna.",1,0,4198,1.5,183,92,3666,1104,News
News,187176.03,,,18/10/2014,,Tropical Storm,Mexico,,18/10/2014,6,Guerrero and Oaxaca states,4000,10,27/10/2014,0,21.7845,-98.4317,1,1,6.448341491,Tropical Storm Trudy,,"October 20, 2014: ""6 Killed in Floods in Guerrero, Mexico BY RICHARD DAVIES IN AMERICAS, NEWS  Heavy rainfall in the wake of Tropical Storm Trudy have caused flooding and mudslides in Guerrero and Oaxaca states in southern Mexico. Over 4,000 people have been evacuated and a state of emergency has been declared in 36 municipalities. our died in a mudslide in the municipalicyt of Ometepec. In the same area one man was swept away by a swollen river. The other death occurred in Tlacoachistlahuaca. Tropical Storm Trudy made landfall on 18 October near Marquelia, Guerrero. In its wake remains a slow moving area of low pressure that, according to Mexico’s weather service (Servicio Meteorológico Nacional) is likely to bring further heavy rainfall of between 15 mm to 30 mm of rain per hour early on 20 October 2014 in Guerrero and Oaxaca. Heavy rainfall is also expected in Veracruz, Tabasco, Campeche, Colima, Michoacán, Guerrero, Oaxaca and Chiapas.",1,0,4197,1.5,182,91,3665,1103,News
News,388189.52,,,15/10/2014,,Heavy Rain,South Sudan,,15/10/2014,4, Warrap State,140,13,27/10/2014,0,6.69427,31.1747,1,1,6.702987159,Heavy Rain,,"October 22, 2014: ""More Flooding in South Sudan Leaves 4 Dead BY RICHARD DAVIES IN AFRICA, NEWS  ·Local media in south Sudan are reporting that floods in Warrap State have washed away around 40 houses , forcing people to evacuate for higher ground. The flooding came after 2 rivers in the state – the Jur and the Naar Alol – burst their banks.At least 4 people have been killed in the flooding which has affected the payams (counties) of Akon South, Kuach South, Kuach North, Gogrial, Akon North and Riau.This latest round of flooding comes after at least 10 people died earlier in October this year in the states of Eastern Equatoria, Unity and Jonglei.",1,0,4196,1,181,90,3664,1102,News
News,8447.1,,,21/10/2014,,Torrential Rain,USA,,21/10/2014,0,Palm Beach County,0,2,22/10/2014,0,26.9326,-80.4061,1,0,4.227737631,Torrential Rain,,"October 22, 2014: ""Florida – 5 Hours of Rain as Palm Beach County Floods Again4  BY RICHARD DAVIES IN NEWS, USA  · Record levels of rain have once again inundated areas of south east Florida. Parts of Palm Beach county were badly affected, in particular the city of West Palm Beach where roads were blocked and several cars stranded in the flood water.National Weather Service recorded the following rainfall levels:Port of Palm Beach – 9.13 inches (230 mm) Palm Beach – 8.21 inches (208 mm) Riviera Beach – 5.49 (140 mm) Lake Worth – 3.32 (84 mm) Palm Beach Airport – 2.64 (67 mm) Further north, NWS reported that by around 2.30 pm as much as 1.26” (32 mm) of rain had fallen at Vero Beach Airport. This breaks the record for the day, which was 0.97″ set in 1947. More Heavy Rain to ComeMore rain is expected over the next few days. According to National Weather Service, “deep tropical moisture will combine with a frontal boundary, currently stalled across central south Florida, to produce heavy rainfall each day through the end of the week”.Flood WarningsThe National Weather Service announced a flash flood warning for areas of Palm Beach County which has since been removed. However and southern Florida. Earlier today they said: NWS have made a statement regading potential flooding for today 22 October 2014.There is a potential for urban flooding today, mainly in the east coast metro areas, that have already received heavy rain over the last couple of days",1,0,4195,1,180,89,3663,1101,News
News,221816.02,,,15/10/2014,,Torrential Rain,Nicaragua,,15/10/2014,24,"Nicaragua, Honduras, Guatamala",33000,13,27/10/2014,0,13.8455,-87.5693,1,1,6.636027520,Torrential Rain,,"October 22, 2014: ""Torrential rain has poured across Nicaragua over the past few days, triggering widespread flooding and landslides.24 people have now been killed by the storms and more than 33,000 more have been made homeless.Nine of those who died were in the capital, Managua, on Thursday night when torrential rain caused a wall to collapse, crushing five homes.Many of those homeless people are now crammed into emergency shelters throughout the country.A number of rivers have overflowed their banks, including the Coco and Prinzapolka, in the east of the country.This has cut off thousands of people, mostly Miskito indigenous people, and the government has provided thousands of food kits to the region.The east coast of the country is one of the wettest parts of Central America. Between 2,500 and 3,750 mm of rain are expected here every year, which is far higher than many places including London, which expects 558mm, and is even more than Mumbai which receives an average of 2430mm.The rainy season in Nicaragua runs from May to November, and October is one of the wettest months of the year, so plenty more rain is expected in the coming weeks.With the ground already saturated, this raises the risk of more landslides, and there is also a concern that the flood water will lead to an increase in mosquito-borne diseases. October 20, 2014:  Flood Situation in Nicaragua Worsens – 24 Dead, 32,000 Displaced  BY RICHARD DAVIES IN AMERICAS, NEWS  · The flooding in Nicaragua that we first reported here has continued to affect the country, leaving 24 dead and 32,000 homeless. All 17 of Nicaragua’s departments have been affected.Over the last few days the flooding has affected parts of the capital Managua, where at least 9 people died after 4 houses collapsed in one of the city’s poor communities.The rain has been so relentless there is simply no place for the water to go. A report in Nicaraguan newspaper La Presna said “There is no end to the rain and the ground is saturated”.Local authorities say that over 4,500 homes have been damaged or destroyed. Over 5,000 are living in relief camps after being evacuated.There are now fears that the flooding and wet weather will increase mosquito populations and the risk of related disease.El Salvador, Honduras and Guatemala have all recently been affected by heavy rainfall in central America.  October 27, 2014: ""5 Dead as Floods Strike in Guatemala and Honduras.  BY RICHARD DAVIES IN AMERICAS, NEWS. Guatemala has been hit by deadly floods for the second time in 3 weeks.The country has been hit once again with heavy rainfall – 68mm of rain fell in Port of San Jose in 24 hours between 16 and 17 October. Flooding and landslides have resulted in the death of at least 3 people.According to the country’s disaster management departs Coordinadora Nacional para la Reducción de Desastres (CONRED) flooding has affected the departments of Guatemala, Sacatepequez, San Marcos and Suchitepéquez, affecting around 16,000 people and damaging over 70 homes.The department of Guatemala is reported as worst hit. The three deaths occurred in the municipality of Chinautla, Guatemala department.In late September, severe flooding left 5 people dead ( http://floodlist.com/america/5-dead-floods-guatemala ) after heavy rainfall inundated areas of Escuintla, Chimaltenango, San Marcos, Baja Verapaz, Jutiapa, Huehuetenango and Guatemala departments",1,Honduras,4194,1.5,179,89,3662,1101,News
News,79061.87,,,09/10/2014,,Heavy Rain,Nicaragua,,09/10/2014,1, North and south-western Nicaragua,50,3,11/10/2014,0,12.6289,-85.6393,1,0,5.551179596,Heavy Rain,,"October 10, 2014: ""Floods in Nicaragua After 378 mm of Rain in 24 Hours By Richard Davies - Posted on October 10, 2014. A slow moving low pressure system moving from the Caribbean dumped record amounts of heavy rain on north and south-western Nicaragua on 9 October 2014, causing floods and landslides in the departments of Rivas, Granada, Chinandega and Rio San Juan.
As many as 6,000 people (800 families) have been affected. More than 500 people had to be evacuated and are now being houses in temporary accommodation. SINAPRED (Sistema Nacional para la Prevención, Mitigación y Atención de Desastres) reports that 24 houses have been completely destroyed in the floods, with a further 890 damaged. There are unconfirmed reports that over 20 families have been completey cut off by flooding near the Ochomogo River.A young girl, aged 5 years old, died when she was swept away in flood waters in the village of Santa Teresa, Ometepe Island.  Record Rainfall  According to a report by SINAPRED, the accumulated rainfall figures over 24 hours were above 60 mm in Masatepe, Masaya, Granada, and over 100 mm in Nandaime, Rivas Tola.  In Altagracia, Rivas Departmenr, 378 mm of rain fell in 24 hours between 08 and 09 October, breaking previous records",1,0,4193,1.5,178,88,3661,1100,News
